node_id,in_degree,out_degree,directed_total_degree,undirected_degree
1884,48,48,96,48
1885,67,67,134,67
1886,36,36,72,36
1888,26,26,52,26
1889,16,16,32,16
1890,12,12,24,12
1891,29,29,58,29
1892,13,13,26,13
1893,44,44,88,44
1894,24,24,48,24
1895,29,29,58,29
1896,12,12,24,12
1897,55,55,110,55
1898,28,28,56,28
1899,201,201,402,201
1901,8,8,16,8
1902,86,86,172,86
1903,23,23,46,23
1904,9,9,18,9
1906,13,13,26,13
1907,63,63,126,63
1909,17,17,34,17
1910,78,78,156,78
1911,29,29,58,29
1912,42,42,84,42
1913,55,55,110,55
1914,66,66,132,66
1916,56,56,112,56
1917,16,16,32,16
1918,54,54,108,54
1919,44,44,88,44
1922,9,9,18,9
1924,22,22,44,22
1925,24,24,48,24
1926,20,20,40,20
1927,141,141,282,141
1929,70,70,140,70
1930,25,25,50,25
1931,16,16,32,16
1932,14,14,28,14
1933,103,103,206,103
1934,67,67,134,67
1935,257,257,514,257
1936,33,33,66,33
1937,33,33,66,33
1939,73,73,146,73
1941,59,59,118,59
1943,13,13,26,13
1944,20,20,40,20
1945,10,10,20,10
1946,35,35,70,35
1947,21,21,42,21
1951,82,82,164,82
1953,37,37,74,37
1954,9,9,18,9
1960,31,31,62,31
1961,75,75,150,75
1962,60,60,120,60
1964,15,15,30,15
1966,65,65,130,65
1970,13,13,26,13
1971,17,17,34,17
1975,18,18,36,18
1976,28,28,56,28
1983,20,20,40,20
1987,21,21,42,21
1989,36,36,72,36
1990,16,16,32,16
1991,16,16,32,16
1993,19,19,38,19
1996,46,46,92,46
1997,41,41,82,41
1998,15,15,30,15
2001,50,50,100,50
2006,28,28,56,28
2010,28,28,56,28
2011,42,42,84,42
2013,10,10,20,10
2014,10,10,20,10
2015,57,57,114,57
2018,12,12,24,12
2022,22,22,44,22
2029,21,21,42,21
2031,16,16,32,16
2039,55,55,110,55
2040,26,26,52,26
2041,27,27,54,27
2045,95,95,190,95
2046,73,73,146,73
2047,53,53,106,53
2049,103,103,206,103
2051,91,91,182,91
2052,112,112,224,112
2053,46,46,92,46
2055,100,100,200,100
2056,94,94,188,94
2057,49,49,98,49
2058,38,38,76,38
2060,33,33,66,33
2061,72,72,144,72
2062,59,59,118,59
2064,16,16,32,16
2065,11,11,22,11
2066,62,62,124,62
2070,39,39,78,39
2071,51,51,102,51
2073,9,9,18,9
2075,73,73,146,73
2076,51,51,102,51
2078,31,31,62,31
2079,11,11,22,11
2080,62,62,124,62
2081,148,148,296,148
2082,94,94,188,94
2083,13,13,26,13
2084,58,58,116,58
2085,8,8,16,8
2088,56,56,112,56
2090,29,29,58,29
2091,108,108,216,108
2092,57,57,114,57
2093,27,27,54,27
2096,85,85,170,85
2098,12,12,24,12
2099,6,6,12,6
2103,15,15,30,15
2106,10,10,20,10
2107,11,11,22,11
2110,14,14,28,14
2111,125,125,250,125
2115,10,10,20,10
2117,17,17,34,17
2118,24,24,48,24
2125,5,5,10,5
2136,8,8,16,8
2142,37,37,74,37
2144,33,33,66,33
2145,10,10,20,10
2148,8,8,16,8
2158,25,25,50,25
2160,75,75,150,75
2165,82,82,164,82
2168,2,2,4,2
2176,17,17,34,17
2178,9,9,18,9
2184,14,14,28,14
2186,2,2,4,2
2189,113,113,226,113
2190,19,19,38,19
2211,26,26,52,26
2213,23,23,46,23
2215,182,182,364,182
2216,16,16,32,16
2217,8,8,16,8
2218,45,45,90,45
2222,11,11,22,11
2228,90,90,180,90
2229,71,71,142,71
2234,55,55,110,55
2250,20,20,40,20
2251,19,19,38,19
2252,17,17,34,17
2253,128,128,256,128
2254,42,42,84,42
2255,12,12,24,12
2256,46,46,92,46
2257,18,18,36,18
2258,14,14,28,14
2260,28,28,56,28
2261,23,23,46,23
2262,49,49,98,49
2263,100,100,200,100
2264,73,73,146,73
2265,15,15,30,15
2267,94,94,188,94
2268,65,65,130,65
2269,41,41,82,41
2270,61,61,122,61
2271,45,45,90,45
2272,66,66,132,66
2273,11,11,22,11
2275,74,74,148,74
2276,68,68,136,68
2277,33,33,66,33
2278,36,36,72,36
2279,24,24,48,24
2288,63,63,126,63
2290,1,1,2,1
2294,83,83,166,83
2295,12,12,24,12
2296,33,33,66,33
2298,11,11,22,11
2300,4,4,8,4
2303,26,26,52,26
2306,3,3,6,3
2308,11,11,22,11
2314,9,9,18,9
2316,7,7,14,7
2320,5,5,10,5
2321,7,7,14,7
2322,8,8,16,8
2323,207,207,414,207
2328,64,64,128,64
2330,5,5,10,5
2331,5,5,10,5
2332,6,6,12,6
2333,4,4,8,4
2336,13,13,26,13
2337,46,46,92,46
2348,22,22,44,22
2350,31,31,62,31
2354,3,3,6,3
2362,8,8,16,8
2367,17,17,34,17
2368,11,11,22,11
2378,32,32,64,32
2382,34,34,68,34
2383,17,17,34,17
2385,24,24,48,24
2386,4,4,8,4
2391,10,10,20,10
2398,62,62,124,62
2408,28,28,56,28
2419,11,11,22,11
2420,25,25,50,25
2424,6,6,12,6
2428,13,13,26,13
2429,11,11,22,11
2430,28,28,56,28
2433,14,14,28,14
2435,11,11,22,11
2436,15,15,30,15
2449,9,9,18,9
2457,11,11,22,11
2458,16,16,32,16
2468,32,32,64,32
2469,28,28,56,28
2470,18,18,36,18
2471,75,75,150,75
2472,62,62,124,62
2473,50,50,100,50
2474,8,8,16,8
2476,62,62,124,62
2477,107,107,214,107
2478,10,10,20,10
2479,27,27,54,27
2480,64,64,128,64
2482,66,66,132,66
2483,18,18,36,18
2484,10,10,20,10
2486,32,32,64,32
2487,58,58,116,58
2488,51,51,102,51
2489,97,97,194,97
2491,15,15,30,15
2492,22,22,44,22
2493,20,20,40,20
2494,43,43,86,43
2495,55,55,110,55
2496,32,32,64,32
2497,23,23,46,23
2498,23,23,46,23
2499,11,11,22,11
2501,27,27,54,27
2502,45,45,90,45
2503,24,24,48,24
2506,15,15,30,15
2507,36,36,72,36
2508,23,23,46,23
2509,49,49,98,49
2510,125,125,250,125
2511,29,29,58,29
2512,12,12,24,12
2513,11,11,22,11
2514,53,53,106,53
2515,45,45,90,45
2516,38,38,76,38
2517,13,13,26,13
2518,12,12,24,12
2519,16,16,32,16
2520,34,34,68,34
2521,8,8,16,8
2524,35,35,70,35
2526,14,14,28,14
2528,78,78,156,78
2529,31,31,62,31
2533,12,12,24,12
2534,10,10,20,10
2535,11,11,22,11
2536,11,11,22,11
2538,11,11,22,11
2550,64,64,128,64
2554,18,18,36,18
2555,12,12,24,12
2558,36,36,72,36
2559,68,68,136,68
2560,37,37,74,37
2561,19,19,38,19
2563,49,49,98,49
2564,44,44,88,44
2565,14,14,28,14
2566,36,36,72,36
2567,33,33,66,33
2568,129,129,258,129
2569,59,59,118,59
2570,71,71,142,71
2571,42,42,84,42
2572,106,106,212,106
2573,70,70,140,70
2574,27,27,54,27
2575,35,35,70,35
2576,72,72,144,72
2577,103,103,206,103
2578,19,19,38,19
2579,46,46,92,46
2580,73,73,146,73
2583,26,26,52,26
2584,7,7,14,7
2585,7,7,14,7
2587,17,17,34,17
2588,37,37,74,37
2590,29,29,58,29
2591,37,37,74,37
2592,44,44,88,44
2593,75,75,150,75
2594,34,34,68,34
2595,95,95,190,95
2596,16,16,32,16
2598,11,11,22,11
2599,38,38,76,38
2600,26,26,52,26
2601,136,136,272,136
2602,17,17,34,17
2603,80,80,160,80
2604,40,40,80,40
2605,10,10,20,10
2606,36,36,72,36
2607,11,11,22,11
2608,51,51,102,51
2609,35,35,70,35
2610,92,92,184,92
2611,21,21,42,21
2612,79,79,158,79
2613,62,62,124,62
2614,40,40,80,40
2615,78,78,156,78
2616,14,14,28,14
2617,12,12,24,12
2618,18,18,36,18
2619,112,112,224,112
2620,11,11,22,11
2621,28,28,56,28
2622,46,46,92,46
2623,21,21,42,21
2625,28,28,56,28
2626,15,15,30,15
2628,38,38,76,38
2629,20,20,40,20
2630,167,167,334,167
2631,58,58,116,58
2632,27,27,54,27
2633,9,9,18,9
2635,60,60,120,60
2637,215,215,430,215
2638,11,11,22,11
2639,8,8,16,8
2640,69,69,138,69
2641,11,11,22,11
2642,88,88,176,88
2643,33,33,66,33
2646,21,21,42,21
2648,61,61,122,61
2650,79,79,158,79
2651,103,103,206,103
2652,59,59,118,59
2654,86,86,172,86
2655,37,37,74,37
2656,60,60,120,60
2657,14,14,28,14
2659,13,13,26,13
2660,27,27,54,27
2661,11,11,22,11
2664,34,34,68,34
2665,18,18,36,18
2666,45,45,90,45
2667,35,35,70,35
2668,35,35,70,35
2669,111,111,222,111
2670,17,17,34,17
2671,19,19,38,19
2673,9,9,18,9
2674,13,13,26,13
2675,29,29,58,29
2676,8,8,16,8
2679,33,33,66,33
2680,24,24,48,24
2682,16,16,32,16
2683,17,17,34,17
2684,46,46,92,46
2685,9,9,18,9
2686,80,80,160,80
2689,17,17,34,17
2690,101,101,202,101
2692,37,37,74,37
2693,34,34,68,34
2694,12,12,24,12
2696,29,29,58,29
2697,43,43,86,43
2699,25,25,50,25
2700,44,44,88,44
2701,27,27,54,27
2702,14,14,28,14
2703,50,50,100,50
2704,26,26,52,26
2705,51,51,102,51
2706,56,56,112,56
2707,26,26,52,26
2708,13,13,26,13
2710,9,9,18,9
2711,32,32,64,32
2712,20,20,40,20
2713,23,23,46,23
2714,62,62,124,62
2715,34,34,68,34
2717,55,55,110,55
2718,79,79,158,79
2720,69,69,138,69
2721,13,13,26,13
2722,33,33,66,33
2723,54,54,108,54
2724,7,7,14,7
2728,50,50,100,50
2729,22,22,44,22
2730,35,35,70,35
2731,12,12,24,12
2732,16,16,32,16
2733,80,80,160,80
2734,58,58,116,58
2735,11,11,22,11
2736,126,126,252,126
2737,77,77,154,77
2740,146,146,292,146
2741,92,92,184,92
2742,28,28,56,28
2743,86,86,172,86
2744,23,23,46,23
2745,19,19,38,19
2746,23,23,46,23
2747,25,25,50,25
2748,41,41,82,41
2749,31,31,62,31
2750,118,118,236,118
2751,52,52,104,52
2752,51,51,102,51
2753,198,198,396,198
2754,65,65,130,65
2755,17,17,34,17
2756,16,16,32,16
2757,9,9,18,9
2759,41,41,82,41
2760,53,53,106,53
2761,20,20,40,20
2762,23,23,46,23
2763,15,15,30,15
2765,14,14,28,14
2766,32,32,64,32
2767,19,19,38,19
2768,38,38,76,38
2769,28,28,56,28
2770,57,57,114,57
2771,37,37,74,37
2772,23,23,46,23
2773,113,113,226,113
2774,31,31,62,31
2775,12,12,24,12
2776,67,67,134,67
2777,131,131,262,131
2779,15,15,30,15
2780,21,21,42,21
2781,26,26,52,26
2782,35,35,70,35
2783,10,10,20,10
2784,7,7,14,7
2785,10,10,20,10
2787,9,9,18,9
2790,27,27,54,27
2792,20,20,40,20
2793,32,32,64,32
2794,16,16,32,16
2800,26,26,52,26
2814,11,11,22,11
2816,25,25,50,25
2817,22,22,44,22
2818,53,53,106,53
2828,20,20,40,20
2832,32,32,64,32
2837,24,24,48,24
2841,20,20,40,20
2847,18,18,36,18
2854,33,33,66,33
2856,48,48,96,48
2857,64,64,128,64
2860,25,25,50,25
2868,16,16,32,16
2878,16,16,32,16
2883,7,7,14,7
2886,63,63,126,63
2900,22,22,44,22
2910,64,64,128,64
2911,20,20,40,20
2912,49,49,98,49
2913,11,11,22,11
2915,25,25,50,25
2916,94,94,188,94
2918,16,16,32,16
2919,16,16,32,16
2920,42,42,84,42
2921,29,29,58,29
2922,33,33,66,33
2924,97,97,194,97
2928,14,14,28,14
2929,95,95,190,95
2931,53,53,106,53
2932,19,19,38,19
2934,13,13,26,13
2935,89,89,178,89
2936,37,37,74,37
2937,82,82,164,82
2938,23,23,46,23
2939,145,145,290,145
2940,72,72,144,72
2941,28,28,56,28
2943,36,36,72,36
2944,66,66,132,66
2945,13,13,26,13
2946,29,29,58,29
2947,212,212,424,212
2948,107,107,214,107
2949,9,9,18,9
2950,24,24,48,24
2951,43,43,86,43
2952,10,10,20,10
2953,121,121,242,121
2954,97,97,194,97
2955,65,65,130,65
2956,63,63,126,63
2957,54,54,108,54
2959,18,18,36,18
2960,38,38,76,38
2963,53,53,106,53
2965,14,14,28,14
2966,9,9,18,9
2969,12,12,24,12
2970,16,16,32,16
2971,57,57,114,57
2972,18,18,36,18
2973,10,10,20,10
2975,88,88,176,88
2976,6,6,12,6
2977,115,115,230,115
2980,35,35,70,35
2981,27,27,54,27
2983,14,14,28,14
2986,7,7,14,7
2987,24,24,48,24
2992,54,54,108,54
2993,18,18,36,18
2994,29,29,58,29
2996,79,79,158,79
3001,17,17,34,17
3004,41,41,82,41
3005,33,33,66,33
3006,12,12,24,12
3008,33,33,66,33
3010,23,23,46,23
3014,15,15,30,15
3015,42,42,84,42
3016,144,144,288,144
3019,23,23,46,23
3020,14,14,28,14
3021,25,25,50,25
3023,22,22,44,22
3026,48,48,96,48
3027,108,108,216,108
3028,96,96,192,96
3030,17,17,34,17
3031,47,47,94,47
3032,62,62,124,62
3033,18,18,36,18
3035,72,72,144,72
3036,79,79,158,79
3038,52,52,104,52
3039,29,29,58,29
3041,7,7,14,7
3043,12,12,24,12
3044,10,10,20,10
3045,27,27,54,27
3046,51,51,102,51
3047,23,23,46,23
3048,31,31,62,31
3049,37,37,74,37
3050,70,70,140,70
3054,48,48,96,48
3056,14,14,28,14
3057,48,48,96,48
3058,37,37,74,37
3060,29,29,58,29
3061,17,17,34,17
3062,9,9,18,9
3064,27,27,54,27
3065,51,51,102,51
3066,35,35,70,35
3067,23,23,46,23
3070,13,13,26,13
3072,9,9,18,9
3074,9,9,18,9
3075,112,112,224,112
3076,17,17,34,17
3077,12,12,24,12
3080,50,50,100,50
3081,29,29,58,29
3082,31,31,62,31
3091,23,23,46,23
3092,10,10,20,10
3093,21,21,42,21
3098,34,34,68,34
3100,76,76,152,76
3101,22,22,44,22
3102,29,29,58,29
3103,25,25,50,25
3104,53,53,106,53
3107,35,35,70,35
3108,105,105,210,105
3109,29,29,58,29
3110,38,38,76,38
3111,29,29,58,29
3112,15,15,30,15
3114,10,10,20,10
3115,48,48,96,48
3117,48,48,96,48
3118,17,17,34,17
3120,16,16,32,16
3121,44,44,88,44
3122,19,19,38,19
3123,15,15,30,15
3124,25,25,50,25
3125,13,13,26,13
3127,64,64,128,64
3128,74,74,148,74
3129,44,44,88,44
3130,31,31,62,31
3132,8,8,16,8
3133,93,93,186,93
3135,27,27,54,27
3137,36,36,72,36
3138,54,54,108,54
3139,20,20,40,20
3140,11,11,22,11
3141,25,25,50,25
3143,93,93,186,93
3144,30,30,60,30
3145,20,20,40,20
3147,42,42,84,42
3148,10,10,20,10
3149,7,7,14,7
3150,10,10,20,10
3151,24,24,48,24
3152,23,23,46,23
3154,18,18,36,18
3156,8,8,16,8
3157,40,40,80,40
3158,11,11,22,11
3160,15,15,30,15
3161,319,319,638,319
3162,17,17,34,17
3166,18,18,36,18
3167,12,12,24,12
3169,33,33,66,33
3171,41,41,82,41
3172,15,15,30,15
3173,10,10,20,10
3174,117,117,234,117
3177,27,27,54,27
3179,19,19,38,19
3181,17,17,34,17
3182,37,37,74,37
3184,34,34,68,34
3185,17,17,34,17
3186,9,9,18,9
3187,27,27,54,27
3188,24,24,48,24
3192,9,9,18,9
3195,25,25,50,25
3196,31,31,62,31
3197,57,57,114,57
3200,43,43,86,43
3202,26,26,52,26
3205,29,29,58,29
3208,61,61,122,61
3209,45,45,90,45
3210,7,7,14,7
3214,72,72,144,72
3215,217,217,434,217
3216,104,104,208,104
3217,15,15,30,15
3218,14,14,28,14
3219,60,60,120,60
3220,14,14,28,14
3222,26,26,52,26
3223,11,11,22,11
3226,28,28,56,28
3227,13,13,26,13
3230,61,61,122,61
3231,21,21,42,21
3233,31,31,62,31
3234,28,28,56,28
3235,13,13,26,13
3236,18,18,36,18
3237,246,246,492,246
3240,62,62,124,62
3241,15,15,30,15
3242,18,18,36,18
3243,16,16,32,16
3244,15,15,30,15
3245,52,52,104,52
3246,45,45,90,45
3247,13,13,26,13
3251,18,18,36,18
3253,13,13,26,13
3258,30,30,60,30
3259,11,11,22,11
3260,10,10,20,10
3261,17,17,34,17
3263,80,80,160,80
3264,16,16,32,16
3266,10,10,20,10
3267,16,16,32,16
3268,26,26,52,26
3271,27,27,54,27
3272,12,12,24,12
3279,8,8,16,8
3280,15,15,30,15
3281,11,11,22,11
3285,7,7,14,7
3286,12,12,24,12
3288,24,24,48,24
3289,13,13,26,13
3290,16,16,32,16
3293,7,7,14,7
3294,15,15,30,15
3295,36,36,72,36
3296,31,31,62,31
3297,7,7,14,7
3302,12,12,24,12
3303,13,13,26,13
3304,14,14,28,14
3305,12,12,24,12
3307,13,13,26,13
3308,44,44,88,44
3309,25,25,50,25
3310,123,123,246,123
3311,265,265,530,265
3312,18,18,36,18
3313,13,13,26,13
3314,18,18,36,18
3315,17,17,34,17
3316,11,11,22,11
3317,7,7,14,7
3318,43,43,86,43
3319,26,26,52,26
3323,25,25,50,25
3324,18,18,36,18
3325,42,42,84,42
3327,12,12,24,12
3329,11,11,22,11
3330,11,11,22,11
3333,10,10,20,10
3334,53,53,106,53
3336,7,7,14,7
3340,10,10,20,10
3342,53,53,106,53
3344,11,11,22,11
3345,16,16,32,16
3346,10,10,20,10
3348,20,20,40,20
3349,22,22,44,22
3350,16,16,32,16
3352,14,14,28,14
3354,137,137,274,137
3356,33,33,66,33
3357,19,19,38,19
3358,35,35,70,35
3359,8,8,16,8
3360,6,6,12,6
3361,17,17,34,17
3364,7,7,14,7
3367,10,10,20,10
3368,8,8,16,8
3369,19,19,38,19
3370,46,46,92,46
3371,48,48,96,48
3372,7,7,14,7
3374,13,13,26,13
3376,35,35,70,35
3377,11,11,22,11
3378,4,4,8,4
3379,12,12,24,12
3380,30,30,60,30
3384,9,9,18,9
3386,52,52,104,52
3390,9,9,18,9
3394,36,36,72,36
3395,5,5,10,5
3399,22,22,44,22
3400,15,15,30,15
3401,11,11,22,11
3402,17,17,34,17
3404,47,47,94,47
3408,6,6,12,6
3410,13,13,26,13
3412,15,15,30,15
3417,19,19,38,19
3418,7,7,14,7
3427,21,21,42,21
3430,6,6,12,6
3434,21,21,42,21
3435,14,14,28,14
3437,41,41,82,41
3438,17,17,34,17
3440,19,19,38,19
3441,10,10,20,10
3442,33,33,66,33
3443,44,44,88,44
3444,11,11,22,11
3447,19,19,38,19
3448,50,50,100,50
3459,17,17,34,17
3460,18,18,36,18
3461,12,12,24,12
3465,22,22,44,22
3466,6,6,12,6
3468,16,16,32,16
3470,5,5,10,5
3473,6,6,12,6
3475,33,33,66,33
3477,11,11,22,11
3480,6,6,12,6
3481,25,25,50,25
3482,27,27,54,27
3485,27,27,54,27
3486,49,49,98,49
3487,30,30,60,30
3488,17,17,34,17
3489,7,7,14,7
3491,29,29,58,29
3492,6,6,12,6
3494,26,26,52,26
3495,6,6,12,6
3497,17,17,34,17
3498,11,11,22,11
3508,17,17,34,17
3512,12,12,24,12
3513,31,31,62,31
3514,11,11,22,11
3516,8,8,16,8
3518,33,33,66,33
3522,10,10,20,10
3528,5,5,10,5
3530,11,11,22,11
3535,27,27,54,27
3546,5,5,10,5
3549,29,29,58,29
3552,4,4,8,4
3561,22,22,44,22
3565,69,69,138,69
3566,11,11,22,11
3567,6,6,12,6
3568,24,24,48,24
3570,10,10,20,10
3572,9,9,18,9
3574,10,10,20,10
3580,10,10,20,10
3581,6,6,12,6
3588,6,6,12,6
3593,4,4,8,4
3596,10,10,20,10
3597,50,50,100,50
3598,31,31,62,31
3599,14,14,28,14
3601,21,21,42,21
3604,120,120,240,120
3606,8,8,16,8
3608,10,10,20,10
3610,6,6,12,6
3611,9,9,18,9
3622,15,15,30,15
3623,10,10,20,10
3624,9,9,18,9
3625,11,11,22,11
3626,11,11,22,11
3631,14,14,28,14
3634,13,13,26,13
3635,11,11,22,11
3640,23,23,46,23
3643,12,12,24,12
3644,5,5,10,5
3649,9,9,18,9
3650,5,5,10,5
3651,11,11,22,11
3669,20,20,40,20
3670,22,22,44,22
3671,11,11,22,11
3673,8,8,16,8
3679,41,41,82,41
3680,119,119,238,119
3682,43,43,86,43
3685,8,8,16,8
3688,16,16,32,16
3690,12,12,24,12
3691,19,19,38,19
3692,12,12,24,12
3693,11,11,22,11
3696,31,31,62,31
3699,15,15,30,15
3705,12,12,24,12
3711,15,15,30,15
3724,10,10,20,10
3727,37,37,74,37
3728,65,65,130,65
3729,6,6,12,6
3731,11,11,22,11
3732,7,7,14,7
3733,5,5,10,5
3742,121,121,242,121
3743,126,126,252,126
3744,21,21,42,21
3748,33,33,66,33
3755,25,25,50,25
3757,11,11,22,11
3766,19,19,38,19
3767,19,19,38,19
3768,17,17,34,17
3773,38,38,76,38
3774,8,8,16,8
3776,77,77,154,77
3785,11,11,22,11
3786,21,21,42,21
3791,30,30,60,30
3792,44,44,88,44
3793,9,9,18,9
3795,6,6,12,6
3800,5,5,10,5
3809,26,26,52,26
3811,7,7,14,7
3815,6,6,12,6
3823,9,9,18,9
3826,32,32,64,32
3827,22,22,44,22
3836,29,29,58,29
3841,27,27,54,27
3842,20,20,40,20
3844,66,66,132,66
3845,31,31,62,31
3846,28,28,56,28
3848,33,33,66,33
3849,10,10,20,10
3859,25,25,50,25
3870,16,16,32,16
3896,29,29,58,29
3899,48,48,96,48
3904,30,30,60,30
3906,19,19,38,19
3913,20,20,40,20
3914,16,16,32,16
3915,61,61,122,61
3920,14,14,28,14
3922,15,15,30,15
3924,14,14,28,14
3926,14,14,28,14
3933,41,41,82,41
3943,17,17,34,17
3949,23,23,46,23
3951,8,8,16,8
3952,7,7,14,7
3959,23,23,46,23
3965,15,15,30,15
3966,50,50,100,50
3968,65,65,130,65
3969,18,18,36,18
3970,43,43,86,43
3971,11,11,22,11
3981,44,44,88,44
3988,25,25,50,25
3990,11,11,22,11
3994,47,47,94,47
3995,20,20,40,20
3996,19,19,38,19
3999,83,83,166,83
4002,14,14,28,14
4007,13,13,26,13
4008,16,16,32,16
4012,21,21,42,21
4017,31,31,62,31
4020,9,9,18,9
4023,4,4,8,4
4025,40,40,80,40
4027,109,109,218,109
4028,18,18,36,18
4042,5,5,10,5
4046,17,17,34,17
4049,10,10,20,10
4056,87,87,174,87
4057,29,29,58,29
4059,14,14,28,14
4060,40,40,80,40
4061,13,13,26,13
4062,32,32,64,32
4063,308,308,616,308
4065,65,65,130,65
4066,20,20,40,20
4067,16,16,32,16
4068,13,13,26,13
4070,28,28,56,28
4071,41,41,82,41
4072,41,41,82,41
4074,39,39,78,39
4075,32,32,64,32
4076,26,26,52,26
4077,21,21,42,21
4078,17,17,34,17
4079,29,29,58,29
4080,34,34,68,34
4082,12,12,24,12
4083,17,17,34,17
4084,35,35,70,35
4085,21,21,42,21
4086,20,20,40,20
4087,3,3,6,3
4091,12,12,24,12
4092,49,49,98,49
4093,36,36,72,36
4097,25,25,50,25
4098,15,15,30,15
4102,11,11,22,11
4103,52,52,104,52
4104,36,36,72,36
4108,30,30,60,30
4113,22,22,44,22
4114,22,22,44,22
4115,25,25,50,25
4119,29,29,58,29
4120,10,10,20,10
4121,50,50,100,50
4122,11,11,22,11
4123,20,20,40,20
4124,71,71,142,71
4125,29,29,58,29
4126,19,19,38,19
4127,11,11,22,11
4128,31,31,62,31
4129,18,18,36,18
4131,40,40,80,40
4132,63,63,126,63
4133,12,12,24,12
4134,16,16,32,16
4135,28,28,56,28
4136,45,45,90,45
4139,32,32,64,32
4140,30,30,60,30
4141,20,20,40,20
4142,58,58,116,58
4144,13,13,26,13
4145,25,25,50,25
4146,10,10,20,10
4147,41,41,82,41
4148,60,60,120,60
4149,43,43,86,43
4150,17,17,34,17
4151,17,17,34,17
4152,101,101,202,101
4153,77,77,154,77
4154,85,85,170,85
4155,31,31,62,31
4156,83,83,166,83
4160,22,22,44,22
4161,30,30,60,30
4162,28,28,56,28
4163,12,12,24,12
4164,30,30,60,30
4165,14,14,28,14
4166,93,93,186,93
4167,59,59,118,59
4169,40,40,80,40
4170,41,41,82,41
4173,47,47,94,47
4174,55,55,110,55
4175,63,63,126,63
4176,42,42,84,42
4178,43,43,86,43
4179,15,15,30,15
4180,59,59,118,59
4181,10,10,20,10
4182,68,68,136,68
4183,82,82,164,82
4184,47,47,94,47
4185,39,39,78,39
4187,46,46,92,46
4188,13,13,26,13
4191,64,64,128,64
4193,85,85,170,85
4194,15,15,30,15
4195,31,31,62,31
4197,60,60,120,60
4198,11,11,22,11
4199,10,10,20,10
4200,21,21,42,21
4201,43,43,86,43
4203,46,46,92,46
4205,9,9,18,9
4206,19,19,38,19
4209,38,38,76,38
4210,20,20,40,20
4211,10,10,20,10
4213,56,56,112,56
4214,11,11,22,11
4216,49,49,98,49
4217,17,17,34,17
4218,54,54,108,54
4220,37,37,74,37
4221,43,43,86,43
4223,114,114,228,114
4224,42,42,84,42
4225,11,11,22,11
4226,36,36,72,36
4227,57,57,114,57
4228,48,48,96,48
4230,54,54,108,54
4231,8,8,16,8
4232,48,48,96,48
4233,17,17,34,17
4234,24,24,48,24
4235,36,36,72,36
4236,19,19,38,19
4237,24,24,48,24
4238,44,44,88,44
4239,50,50,100,50
4240,16,16,32,16
4241,39,39,78,39
4242,11,11,22,11
4243,8,8,16,8
4244,28,28,56,28
4245,15,15,30,15
4246,33,33,66,33
4247,32,32,64,32
4248,52,52,104,52
4249,30,30,60,30
4251,10,10,20,10
4252,27,27,54,27
4253,9,9,18,9
4254,14,14,28,14
4256,3,3,6,3
4262,4,4,8,4
4272,9,9,18,9
4275,29,29,58,29
4276,67,67,134,67
4277,16,16,32,16
4279,9,9,18,9
4280,11,11,22,11
4281,37,37,74,37
4282,19,19,38,19
4283,13,13,26,13
4284,30,30,60,30
4285,14,14,28,14
4286,14,14,28,14
4288,31,31,62,31
4289,43,43,86,43
4290,15,15,30,15
4291,10,10,20,10
4292,22,22,44,22
4293,70,70,140,70
4294,47,47,94,47
4295,18,18,36,18
4296,19,19,38,19
4297,41,41,82,41
4298,34,34,68,34
4300,9,9,18,9
4302,12,12,24,12
4303,9,9,18,9
4304,10,10,20,10
4305,48,48,96,48
4306,28,28,56,28
4307,62,62,124,62
4308,19,19,38,19
4309,13,13,26,13
4310,41,41,82,41
4311,9,9,18,9
4312,13,13,26,13
4313,16,16,32,16
4314,11,11,22,11
4317,18,18,36,18
4318,28,28,56,28
4323,46,46,92,46
4335,18,18,36,18
4340,41,41,82,41
4345,11,11,22,11
4349,29,29,58,29
4352,9,9,18,9
4353,23,23,46,23
4354,12,12,24,12
4355,16,16,32,16
4356,40,40,80,40
4357,18,18,36,18
4358,26,26,52,26
4359,13,13,26,13
4360,14,14,28,14
4361,18,18,36,18
4362,31,31,62,31
4363,11,11,22,11
4364,9,9,18,9
4365,60,60,120,60
4366,27,27,54,27
4367,39,39,78,39
4368,21,21,42,21
4369,36,36,72,36
4370,28,28,56,28
4371,50,50,100,50
4373,41,41,82,41
4374,56,56,112,56
4375,34,34,68,34
4376,36,36,72,36
4377,22,22,44,22
4378,100,100,200,100
4379,47,47,94,47
4380,21,21,42,21
4381,15,15,30,15
4382,10,10,20,10
4383,10,10,20,10
4385,37,37,74,37
4386,26,26,52,26
4387,22,22,44,22
4388,54,54,108,54
4389,17,17,34,17
4390,6,6,12,6
4392,47,47,94,47
4393,62,62,124,62
4395,20,20,40,20
4396,45,45,90,45
4397,58,58,116,58
4398,111,111,222,111
4401,9,9,18,9
4405,69,69,138,69
4412,37,37,74,37
4413,13,13,26,13
4421,11,11,22,11
4424,54,54,108,54
4426,40,40,80,40
4434,10,10,20,10
4440,47,47,94,47
4449,13,13,26,13
4450,10,10,20,10
4451,14,14,28,14
4452,19,19,38,19
4454,9,9,18,9
4455,22,22,44,22
4459,13,13,26,13
4460,10,10,20,10
4461,26,26,52,26
4465,10,10,20,10
4466,30,30,60,30
4467,13,13,26,13
